distance,elevation,terrain,dangerous,risk
137,800,dirt,1,201
191,900,rocky,1,285
10,1150,rocky,1,105
45,50,rocky,0,85
1,1350,rocky,1,97
106,1800,sand,1,195
169,1700,rocky,1,267
70,1200,rocky,0,116
61,700,sand,0,94
146,700,dirt,1,209
185,500,rocky,0,227
26,100,sand,0,56
130,600,sand,1,213
63,400,rocky,0,105
2,1850,rocky,0,51
161,2000,sand,1,251
80,2000,dirt,0,100
166,600,paved,0,169
98,1550,sand,0,135
8,850,sand,1,92
126,700,sand,0,159
105,1300,paved,1,161
47,1650,dirt,0,65
10,1250,dirt,1,76
157,350,dirt,0,168
110,1200,rocky,0,156
7,250,dirt,1,68
95,1300,sand,0,131
60,1750,dirt,1,128
24,1400,rocky,1,121
173,550,paved,1,225
15,1700,rocky,1,113
134,600,paved,1,187
129,1650,sand,0,167
144,800,dirt,1,208
146,1300,paved,1,202
46,1200,paved,0,52
123,700,sand,0,156
43,300,sand,0,74
66,1250,dirt,0,82
165,650,dirt,0,178
151,1600,sand,1,239
8,1400,sand,1,95
23,950,sand,0,57
39,1900,dirt,0,58
19,1200,sand,1,105
58,1400,dirt,1,125
100,0,dirt,0,110
155,1200,sand,0,191
115,450,dirt,1,177
94,1800,paved,0,103
18,350,paved,0,19
39,1650,sand,0,77
135,850,sand,0,169
186,750,sand,0,219
95,1700,paved,0,103
165,1950,rocky,1,264
135,800,rocky,1,229
28,800,sand,1,112
93,2000,paved,0,103
57,700,paved,0,60
148,1750,paved,0,156
94,1350,sand,1,180
50,1150,paved,1,105
105,1550,rocky,1,202
100,900,dirt,1,164
87,1900,paved,0,96
34,1450,sand,1,121
185,1000,paved,1,240
193,1100,sand,0,228
85,1200,rocky,1,181
151,0,paved,0,151
135,350,dirt,0,146
89,900,sand,0,123
76,1650,sand,0,114
188,450,sand,0,220
54,150,sand,0,84
46,50,rocky,0,86
135,600,dirt,0,148
85,650,dirt,0,98
41,1100,rocky,1,136
154,1000,dirt,0,169
155,300,sand,0,186
7,1250,sand,0,43
20,800,sand,1,104
73,1750,rocky,1,171
140,150,sand,0,170
130,1050,dirt,1,195
109,300,sand,0,140
60,100,rocky,1,150
190,1000,paved,0,195
135,1100,paved,1,190
126,1950,paved,0,135
148,650,paved,1,201
60,1250,dirt,0,76
180,1850,rocky,1,279
16,700,sand,1,99
88,1800,rocky,1,187
57,800,sand,0,91
2,700,sand,0,35
189,1250,paved,0,195
128,1450,dirt,0,145
157,1550,dirt,1,224
64,550,dirt,0,76
186,850,paved,1,240
154,1300,paved,1,210
51,600,dirt,0,64
121,0,rocky,0,161
3,1650,paved,1,61
153,250,rocky,1,244
94,1150,paved,1,149
38,1550,paved,1,95
37,1600,paved,1,95
85,1400,paved,0,92
179,1250,rocky,0,225
146,1100,dirt,1,211
181,600,dirt,0,194
190,1450,rocky,1,287
108,1350,paved,1,164
71,1400,sand,1,158
145,1200,dirt,1,211
45,950,paved,1,99
18,350,sand,1,99
75,2000,sand,1,165
40,550,paved,0,42
197,0,dirt,0,207
104,1900,dirt,1,173
61,50,dirt,1,121
47,600,sand,1,130
165,1850,paved,1,224
145,200,paved,0,146
104,1700,sand,0,142
146,1050,sand,0,181
182,600,dirt,0,195
177,1050,dirt,0,192
48,650,rocky,1,141
162,150,paved,0,162
167,1800,rocky,0,216
43,1650,paved,0,51
128,850,sand,1,212
93,300,paved,0,94
11,1050,sand,0,46
151,500,paved,1,203
171,250,dirt,1,232
49,450,dirt,1,111
136,1300,sand,0,172
182,1550,dirt,0,199
50,1150,dirt,0,65
135,600,paved,0,138
1,300,paved,1,52
116,1850,paved,1,175
181,800,rocky,0,225
57,1950,sand,0,96
181,1200,sand,0,217
21,750,rocky,1,114
41,1250,sand,1,127
69,1950,paved,0,78
3,750,sand,1,86
104,1500,dirt,0,121
145,250,paved,0,146
55,250,dirt,0,66
38,1300,paved,0,44
155,550,paved,0,157
118,850,rocky,1,212
35,850,paved,0,39
6,400,paved,1,58
40,600,rocky,0,83
145,450,dirt,0,157
70,1150,paved,1,125
62,1200,paved,0,68
131,800,rocky,1,225
178,800,dirt,0,192
15,1450,sand,0,52
147,0,dirt,0,157
25,2000,paved,1,85
147,800,paved,1,201
73,950,paved,0,77
43,1000,sand,0,78
130,850,sand,1,214
117,1950,dirt,1,186
133,1200,paved,1,189
44,1350,sand,1,130
5,450,sand,0,37
154,1850,paved,0,163
128,750,rocky,0,171
148,1250,paved,1,204
112,1450,sand,0,149
170,1000,sand,1,255
59,1950,sand,1,148
111,650,dirt,0,124
19,1700,rocky,1,117
116,450,sand,0,148
21,950,dirt,1,85
3,1200,paved,0,9
176,1300,dirt,0,192
125,1100,paved,1,180
63,1000,paved,0,68
18,900,paved,1,72
114,150,paved,1,164
199,1900,paved,0,208
87,300,dirt,1,148
172,200,paved,0,173
63,1800,dirt,0,82
199,1350,sand,0,235
56,350,paved,0,57
44,650,rocky,1,137
170,1000,dirt,0,185
3,1600,paved,0,11
36,1650,dirt,0,54
80,1800,rocky,1,179
85,1750,rocky,1,183
29,350,paved,1,80
33,150,paved,1,83
82,850,sand,1,166
164,400,paved,1,216
44,1250,sand,0,80
31,200,dirt,1,92
40,950,dirt,1,104
23,1400,paved,0,30
40,500,paved,0,42
119,300,rocky,0,160
6,1950,paved,1,65
2,1150,paved,1,57
111,350,paved,0,112
38,1400,paved,0,45
174,1850,sand,1,263
14,1600,rocky,1,112
65,1950,sand,1,154
60,1600,dirt,1,128
112,100,rocky,0,152
156,900,sand,0,190
55,1650,rocky,0,103
129,200,dirt,1,190
196,950,sand,0,230
85,1950,paved,1,144
27,650,dirt,1,90
75,200,dirt,1,136
160,1450,rocky,1,257
94,250,rocky,1,185
128,1400,dirt,0,145
30,950,sand,1,114
169,1900,sand,1,258
68,100,paved,1,118
8,0,rocky,0,48
20,850,sand,1,104
119,1550,dirt,1,186
126,400,paved,0,128
26,1700,dirt,0,44
23,550,paved,1,75
97,850,paved,0,101
23,1600,dirt,0,41
76,800,paved,1,130
120,300,sand,1,201
14,1100,sand,1,99
65,400,paved,1,117
9,950,dirt,0,23
172,750,paved,1,225
5,1250,rocky,0,51
180,2000,rocky,1,280
47,800,rocky,1,141
111,450,paved,0,113
184,1500,rocky,0,231
61,1100,dirt,1,126
40,950,rocky,1,134
127,1900,sand,0,166
61,1500,rocky,1,158
47,1200,dirt,0,63
177,100,dirt,0,187
4,1450,dirt,1,71
41,800,sand,1,125
137,1600,sand,0,175
21,1700,rocky,0,69
1,450,sand,0,33
181,200,paved,0,182
149,1950,rocky,1,248
162,1000,paved,0,167
113,1650,paved,0,121
193,700,dirt,1,256
162,450,dirt,1,224
173,1400,sand,0,210
102,1750,sand,0,140
72,1500,paved,1,129
155,500,paved,0,157
153,1100,dirt,0,168
36,300,paved,0,37
9,800,sand,1,93
2,1900,rocky,1,101
192,1100,paved,0,197
68,200,rocky,0,109
189,1400,paved,1,246
181,100,paved,0,181
137,100,sand,1,217
30,650,paved,0,33
139,0,rocky,1,229
135,1200,rocky,1,231
97,1950,dirt,0,116
104,900,dirt,0,118
101,450,paved,1,153
63,450,rocky,0,105
174,1600,rocky,1,272
145,0,sand,0,175
69,850,rocky,0,113
135,1900,paved,1,194
156,750,rocky,1,249
85,800,paved,1,139
58,100,sand,1,138
127,1400,dirt,1,194
40,600,paved,0,43
81,1150,paved,0,86
77,1150,rocky,0,122
99,1550,rocky,0,146
200,1200,rocky,0,246
12,1100,sand,1,97
129,1000,rocky,1,224
177,400,rocky,1,269
84,50,rocky,1,174
42,1050,paved,0,47
105,150,rocky,1,195
89,650,sand,0,122
163,1450,sand,1,250
143,1000,dirt,0,158
19,950,dirt,1,83
3,450,sand,1,85
116,900,dirt,1,180
72,800,rocky,0,116
79,1950,sand,0,118
154,1300,sand,0,190
173,600,dirt,0,186
157,1700,rocky,1,255
7,1350,rocky,0,53
77,800,sand,0,111
53,1600,paved,0,61
184,650,dirt,0,197
162,1100,dirt,1,227
102,250,sand,1,183
34,100,paved,0,34
151,1650,paved,1,209
173,1250,paved,1,229
24,1350,dirt,0,40
5,50,paved,0,5
19,700,dirt,0,32
164,400,sand,0,196
175,1650,rocky,0,223
46,1200,rocky,1,142
113,50,paved,1,163
6,800,paved,0,10
173,50,sand,0,203
143,1450,sand,0,180
136,0,rocky,1,226
118,50,dirt,0,128
195,1350,sand,1,281
100,1750,rocky,1,198
150,1950,dirt,0,169
36,1850,rocky,0,85
162,850,dirt,0,176
163,1200,rocky,0,209
36,600,dirt,1,99
98,550,paved,1,150
80,1700,rocky,0,128
65,150,rocky,0,105
114,1250,sand,1,200
147,550,rocky,0,189
22,1900,rocky,0,71
12,250,sand,1,93
62,1500,paved,1,119
158,1700,paved,0,166
142,700,sand,0,175
124,1600,sand,0,162
7,950,dirt,1,71
117,450,dirt,1,179
63,850,paved,0,67
26,200,sand,0,57
115,400,paved,0,117
50,2000,rocky,0,100
59,1050,paved,0,64
157,100,rocky,0,197
126,950,sand,1,210
157,1500,paved,1,214
182,2000,sand,0,222
181,1900,dirt,0,200
190,1350,paved,1,246
167,350,dirt,0,178
11,700,rocky,0,54
160,350,sand,0,191
56,250,paved,0,57
5,50,rocky,1,95
194,1950,rocky,1,293
16,250,dirt,1,77
133,1400,paved,0,140
110,300,dirt,1,171
157,1250,rocky,0,203
160,1150,dirt,0,175
149,200,sand,0,180
125,0,sand,1,205
167,300,dirt,0,178
111,1350,dirt,0,127
42,900,rocky,1,136
15,1350,dirt,0,31
14,300,rocky,0,55
26,1150,dirt,1,91
85,400,paved,1,137
128,100,rocky,0,168
150,700,dirt,0,163
148,250,dirt,0,159
84,1850,paved,0,93
95,1450,rocky,0,142
189,50,rocky,0,229
86,1150,paved,1,141
80,1600,sand,1,168
78,950,dirt,1,142
84,50,paved,0,84
56,1800,sand,0,95
33,550,sand,1,115
98,1050,rocky,0,143
87,1200,dirt,1,153
197,1300,rocky,1,293
133,750,sand,1,216
190,2000,paved,1,250
39,850,sand,0,73
91,1450,paved,0,98
122,500,rocky,0,164
162,750,rocky,1,255
42,900,rocky,0,86
63,850,sand,0,97
178,200,paved,0,179
55,500,sand,1,137
22,50,paved,1,72
14,900,sand,1,98
124,1850,paved,0,133
181,650,rocky,0,224
78,400,rocky,1,170
31,650,paved,1,84
58,300,sand,1,139
16,1950,rocky,1,115
114,1050,sand,0,149
105,900,rocky,0,149
191,700,rocky,0,234
40,450,rocky,1,132
197,900,dirt,0,211
94,1750,sand,1,182
84,1500,rocky,1,181
164,1350,paved,0,170
54,1150,sand,1,139
115,1300,rocky,1,211
166,900,dirt,1,230
78,100,sand,1,158
51,1050,paved,0,56
22,1000,sand,1,107
138,1600,paved,1,196
151,1400,paved,0,158
153,1750,rocky,1,251
58,650,rocky,1,151
175,1100,paved,0,180
40,1000,dirt,1,105
73,50,sand,0,103
173,1700,sand,1,261
50,200,dirt,0,61
178,1600,sand,1,266
178,1200,rocky,1,274
190,700,rocky,1,283
194,1500,rocky,0,241
27,1450,rocky,0,74
181,1850,rocky,0,230
105,1700,dirt,0,123
23,1750,sand,0,61
174,1550,dirt,1,241
175,550,dirt,1,237
119,350,dirt,0,130
31,450,paved,0,33
196,400,sand,1,278
180,50,paved,1,230
126,200,sand,0,157
186,750,sand,1,269
177,400,dirt,1,239
174,200,dirt,0,185
3,700,rocky,0,46
198,450,dirt,0,210
14,1500,rocky,0,61
110,950,dirt,0,124
107,650,sand,0,140
65,1050,sand,1,150
72,1400,sand,0,109
176,650,rocky,0,219
94,1900,sand,0,133
40,1550,paved,0,47
78,700,paved,1,131
113,750,dirt,1,176
151,1450,paved,0,158
122,1550,sand,0,159
191,250,dirt,0,202
76,850,rocky,1,170
132,100,sand,1,212
15,1300,paved,0,21
177,1800,sand,1,266
183,1250,paved,1,239
5,2000,rocky,1,105
178,950,sand,0,212
1,650,sand,0,34
171,1400,dirt,0,188
66,50,paved,0,66
181,1750,paved,0,189
159,1200,sand,0,195
4,1550,paved,0,11
69,50,dirt,1,129
60,800,rocky,1,154
155,350,dirt,0,166
8,700,rocky,1,101
9,50,rocky,0,49
118,150,paved,1,168
36,1400,sand,0,73
189,950,sand,0,223
154,1700,dirt,0,172
75,1000,dirt,1,140
28,1800,dirt,1,97
76,1250,paved,0,82
90,1600,sand,1,178
90,1050,paved,1,145
131,1500,sand,1,218
168,950,sand,1,252
23,1700,dirt,0,41
152,800,dirt,1,216
64,500,dirt,0,76
192,2000,rocky,1,292
4,450,rocky,0,46
168,100,paved,0,168
28,1000,dirt,1,93
67,950,rocky,0,111
181,1300,sand,0,217
24,1450,dirt,1,91
104,1650,paved,0,112
194,800,rocky,0,238
126,300,dirt,0,137
71,850,rocky,0,115
151,50,dirt,0,161
148,2000,paved,1,208
44,1700,rocky,1,142
141,1950,dirt,1,210
29,1800,rocky,0,78
140,1350,paved,1,196
55,600,rocky,0,98
1,400,dirt,0,13
63,1700,dirt,0,81
24,1500,rocky,1,121
116,1750,sand,0,154
155,1400,sand,1,242
190,950,rocky,1,284
59,1350,paved,1,115
47,1150,dirt,0,62
184,1550,paved,1,241
81,1800,dirt,1,150
14,1050,paved,0,19
92,1350,rocky,1,188
153,1250,dirt,1,219
96,500,paved,1,148
68,500,paved,1,120
89,350,rocky,0,130
147,250,rocky,1,238
148,1750,dirt,0,166
145,1250,dirt,0,161
144,1250,rocky,1,240
19,50,rocky,1,109
77,650,dirt,1,140
82,450,sand,1,164
82,100,sand,1,162
73,1850,dirt,1,142
11,1000,paved,1,66
46,1850,dirt,0,65
163,1450,paved,1,220
44,1700,dirt,0,62
189,1450,dirt,0,206
93,1700,paved,1,151
198,1800,paved,1,257
61,350,dirt,1,122
165,900,paved,1,219
91,1450,rocky,1,188
87,1900,dirt,1,156
110,2000,paved,0,120
129,1950,rocky,1,228
142,0,dirt,1,202
6,1650,sand,1,94
104,200,sand,1,185
64,1600,paved,0,72
71,1450,rocky,1,168
113,1250,sand,1,199
11,1850,rocky,1,110
68,2000,dirt,0,88
40,800,paved,1,94
48,400,rocky,0,90
67,450,sand,1,149
171,800,paved,0,175
155,200,rocky,0,196
57,950,dirt,0,71
64,1950,dirt,0,83
39,1500,dirt,0,56
10,1250,sand,0,46
65,2000,paved,1,125
39,50,dirt,0,49
116,1050,sand,1,201
91,700,paved,1,144
70,250,paved,1,121
86,1950,sand,0,125
166,50,sand,1,246
46,1650,dirt,1,114
89,0,sand,1,169
70,1700,paved,0,78
138,1400,paved,0,145
159,1800,dirt,1,228
15,1800,sand,0,54
59,1650,sand,0,97
78,1200,paved,1,134
60,1550,sand,0,97
46,1850,dirt,1,115
108,400,dirt,0,120
143,750,dirt,0,156
51,900,rocky,0,95
68,350,sand,1,149
64,1250,paved,0,70
169,1250,rocky,1,265
3,700,sand,0,36
119,400,dirt,1,181
93,700,sand,0,126
111,400,sand,0,143
61,900,rocky,1,155
154,900,dirt,0,168
83,1300,dirt,1,149
83,950,paved,0,87
134,2000,dirt,1,204
13,50,sand,1,93
81,1250,rocky,0,127
123,50,paved,0,123
126,50,rocky,1,216
71,2000,paved,1,131
75,750,paved,0,78
70,850,paved,1,124
163,1550,sand,1,250
20,1400,dirt,0,37
126,1050,dirt,1,191
32,0,sand,1,112
165,1800,paved,1,224
197,200,dirt,0,208
196,200,dirt,0,207
48,1850,sand,1,137
118,150,paved,1,168
59,900,rocky,0,103
44,100,sand,0,74
108,200,sand,0,139
56,1200,sand,0,92
179,800,sand,0,213
3,1350,paved,0,9
87,1400,sand,1,174
142,700,rocky,1,235
45,1450,paved,0,52
25,500,rocky,0,67
125,1600,sand,1,213
119,1550,sand,0,156
75,1300,sand,1,161
133,1600,paved,1,191
41,1100,dirt,1,106
148,2000,rocky,0,198
124,2000,dirt,0,144
33,1700,paved,1,91
128,800,rocky,1,222
84,750,sand,1,167
18,450,paved,0,20
150,1500,rocky,0,197
133,1150,rocky,0,178
173,1200,sand,0,209
168,650,dirt,1,231
98,250,rocky,0,139
157,1650,dirt,1,225
149,1650,paved,0,157
34,300,paved,1,85
61,1650,paved,0,69
169,150,sand,1,249
99,700,sand,0,132
72,1000,paved,1,127
117,1400,dirt,0,134
50,850,paved,1,104
10,1850,paved,0,19
174,1300,sand,0,210
14,250,rocky,1,105
50,400,paved,1,102
43,900,paved,1,97
165,1050,paved,0,170
185,350,paved,1,236
43,1550,paved,0,50
157,1000,sand,1,242
102,600,dirt,0,115
36,1300,rocky,0,82
92,200,dirt,1,153
97,1300,rocky,0,143
27,600,paved,1,80
113,150,dirt,1,173
111,650,sand,0,144
64,800,paved,1,118
194,600,sand,0,227
165,1400,sand,1,252
85,1850,paved,0,94
88,350,paved,0,89
175,1400,dirt,1,242
104,1800,sand,0,143
3,350,sand,1,84
19,1600,paved,0,27
151,1350,rocky,0,197
79,700,sand,0,112
56,900,rocky,0,100
182,1600,paved,0,190
41,1100,paved,0,46
191,150,rocky,0,231
63,1200,paved,0,69
48,150,dirt,1,108
179,1600,dirt,0,197
68,450,dirt,1,130
107,1700,rocky,0,155
7,100,paved,0,7
187,50,sand,1,267
44,800,rocky,1,138
62,1550,dirt,0,79
193,1550,rocky,0,240
92,650,rocky,0,135
66,1250,paved,1,122
32,1250,rocky,1,128
64,0,paved,0,64
10,0,paved,1,60
111,400,paved,0,113
3,1800,dirt,1,72
156,1650,rocky,0,204
182,1450,sand,1,269
49,200,sand,0,80
27,1650,paved,1,85
147,100,paved,0,147
192,1000,sand,0,227
131,900,sand,1,215
188,1000,rocky,0,233
133,800,sand,0,167
40,400,sand,0,72
187,150,sand,1,267
111,1850,sand,1,200
115,1000,rocky,0,160
194,200,dirt,1,255
95,700,dirt,0,108
115,1950,rocky,1,214
169,650,paved,1,222
18,850,paved,0,22
66,1150,rocky,0,111
53,450,paved,0,55
91,350,dirt,1,152
45,1800,paved,1,104
167,1950,rocky,0,216
120,1650,rocky,0,168
90,150,paved,1,140
172,1600,dirt,1,240
50,400,paved,0,52
111,100,rocky,0,151
6,1650,rocky,1,104
43,100,paved,0,43
154,750,sand,0,187
123,1650,paved,1,181
138,1650,paved,0,146
73,100,dirt,1,133
4,950,sand,1,88
170,1000,sand,1,255
146,1600,sand,1,234
173,800,sand,0,207
59,1050,rocky,1,154
114,200,rocky,0,155
55,1800,dirt,1,124
185,200,rocky,0,226
44,550,dirt,0,56
149,1050,paved,1,204
67,1350,sand,1,153
131,800,paved,1,185
97,900,rocky,1,191
83,350,sand,0,114
151,50,paved,1,201
30,1050,rocky,0,75
50,200,paved,1,101
98,300,dirt,0,109
86,1800,dirt,0,105
13,800,paved,1,67
142,1000,sand,1,227
56,750,rocky,0,99
65,850,dirt,1,129
198,600,rocky,1,291
102,1500,rocky,1,199
124,50,rocky,0,164
156,1150,dirt,1,221
134,850,paved,0,138
198,650,paved,0,201
4,450,rocky,1,96
145,1650,rocky,0,193
52,1300,dirt,1,118
142,1200,rocky,1,238
115,1400,sand,0,152
9,1950,dirt,1,78
198,600,sand,1,281
11,900,rocky,0,55
161,950,paved,1,215
111,100,sand,0,141
18,700,dirt,0,31
199,0,dirt,0,209
197,1600,paved,1,255
62,1350,dirt,1,128
65,50,sand,0,95
116,1350,dirt,0,132
183,50,rocky,1,273
74,1650,rocky,1,172
8,1450,dirt,1,75
10,2000,paved,1,70
144,350,dirt,0,155
145,650,sand,0,178
171,100,paved,1,221
78,1750,paved,0,86
58,1950,paved,1,117
178,1550,paved,1,235
189,1850,dirt,1,258
94,1200,sand,0,130
1,800,sand,0,35
73,1750,paved,1,131
113,1700,dirt,0,131
180,0,paved,1,230
113,50,dirt,1,173
166,1100,rocky,0,211
56,1050,dirt,0,71
74,1850,dirt,1,143
69,700,rocky,1,162
166,200,paved,1,217
155,1550,rocky,0,202
75,1250,rocky,0,121
26,150,rocky,1,116
160,300,rocky,0,201
18,1200,dirt,1,84
133,650,paved,0,136
127,1200,sand,1,213
128,1600,rocky,0,176
197,1450,rocky,1,294
136,50,sand,0,166
59,300,rocky,1,150
27,1800,paved,1,86
102,1950,rocky,1,201
190,2000,sand,1,280
79,700,sand,1,162
137,1650,dirt,1,205
144,1800,rocky,1,243
113,300,paved,0,114
184,350,rocky,1,275
145,150,rocky,0,185
22,1900,paved,1,81
9,150,paved,0,9
198,700,dirt,1,261
131,2000,sand,0,171
84,500,sand,0,116
128,700,sand,1,211
55,100,rocky,1,145
124,850,dirt,0,138
27,1400,paved,0,34
68,400,dirt,1,130
36,1150,sand,0,71
139,1000,paved,1,194
161,800,dirt,1,225
83,1100,dirt,0,98
122,1350,rocky,0,168
89,1350,sand,0,125
102,1700,sand,0,140
39,250,paved,1,90
29,800,rocky,0,73
73,50,dirt,1,133
66,300,sand,1,147
99,1800,dirt,1,168
174,700,sand,0,207
167,850,sand,0,201
146,1550,paved,0,153
175,1350,paved,0,181
92,950,paved,0,96
39,1950,rocky,0,88
15,50,dirt,1,75
39,750,rocky,0,82
23,100,rocky,0,63
20,700,rocky,0,63
115,1000,paved,0,120
5,1550,paved,0,12
57,350,rocky,1,148
89,1950,sand,1,178
135,650,paved,0,138
152,1800,paved,0,161
40,650,sand,0,73
1,1450,dirt,0,18
127,1550,dirt,0,144
137,600,paved,0,140
78,1700,dirt,1,146
199,250,sand,0,230
52,1850,rocky,0,101
2,2000,dirt,0,22
53,0,paved,1,103
83,850,dirt,0,97
111,750,dirt,0,124
48,400,dirt,0,60
195,1400,paved,0,202
127,600,sand,0,160
26,950,rocky,1,120
40,250,dirt,0,51
127,600,dirt,0,140
167,1800,dirt,1,236
169,450,rocky,1,261
165,1050,sand,1,250
43,950,sand,0,77
172,50,sand,0,202
55,1700,dirt,1,123
167,50,dirt,0,177
121,1150,paved,1,176
83,550,sand,0,115
195,1750,rocky,1,293
147,600,sand,0,180
34,700,paved,0,37
165,950,sand,0,199
138,350,sand,0,169
72,650,paved,1,125
82,450,dirt,1,144
176,1950,rocky,0,225
91,1800,sand,0,130
4,450,dirt,0,16
38,1800,sand,0,77
87,250,paved,1,138
137,150,dirt,0,147
50,1550,paved,1,107
1,1450,rocky,0,48
99,1250,rocky,1,195
10,1800,rocky,1,109
93,1350,sand,1,179
143,1650,sand,0,181
83,1650,dirt,1,151
177,1800,rocky,0,226
52,1300,rocky,1,148
191,1900,paved,0,200
197,1550,rocky,1,294
124,300,dirt,0,135
78,1750,sand,0,116
109,0,sand,0,139
85,2000,dirt,0,105
146,1600,sand,0,184
8,1800,rocky,0,57
24,2000,sand,0,64
42,350,rocky,1,133
60,750,rocky,0,103
66,200,rocky,0,107
79,1300,paved,0,85
36,1900,dirt,0,55
101,800,paved,1,155
50,450,paved,1,102
86,700,sand,1,169
164,1350,rocky,0,210
188,100,sand,1,268
69,1900,dirt,1,138
14,1050,rocky,0,59
109,1700,rocky,0,157
81,1400,dirt,1,148
163,2000,dirt,0,183
162,1700,dirt,1,230
49,700,rocky,1,142
48,0,sand,0,78
43,1950,dirt,0,62
171,850,paved,0,175
90,800,paved,0,94
61,1350,dirt,1,127
67,500,paved,0,69
28,1350,paved,0,34
34,700,paved,0,37
178,1500,paved,1,235
89,1300,rocky,1,185
70,1150,paved,0,75
45,200,paved,1,96
8,350,paved,0,9
127,50,sand,1,207
180,1450,sand,0,217
125,650,rocky,1,218
36,1800,paved,1,95
184,1650,rocky,0,232
55,300,sand,0,86
60,2000,dirt,0,80
180,400,rocky,0,222
148,1850,rocky,0,197
192,1600,sand,0,230
149,450,rocky,1,241
33,1450,paved,0,40
127,1600,rocky,1,225
58,1200,sand,1,144
188,950,paved,0,192
3,550,paved,1,55
46,800,sand,1,130
53,1850,dirt,1,122
199,400,paved,0,201
156,200,dirt,0,167
117,1150,sand,0,152
104,750,sand,1,187
40,1650,paved,1,98
124,1400,rocky,1,221
112,1200,sand,1,198
59,1000,sand,1,144
170,1050,sand,0,205
120,0,paved,1,170
163,1700,paved,0,171
34,1150,paved,1,89
63,150,paved,1,113
199,950,paved,1,253
160,1950,rocky,1,259
162,250,paved,0,163
198,950,dirt,1,262
5,750,sand,0,38
66,1450,rocky,0,113
7,750,rocky,0,50
49,1600,sand,1,137
73,1200,paved,0,79
119,500,sand,0,151
130,100,rocky,1,220
132,150,sand,0,162
161,650,sand,0,194
87,150,paved,1,137
150,0,dirt,1,210
28,800,rocky,0,72
50,1650,rocky,0,98
18,1700,paved,0,26
55,1100,dirt,0,70
171,450,dirt,1,233
161,1200,rocky,1,257
83,1500,dirt,1,150
46,1750,dirt,1,114
116,550,dirt,0,128
60,1700,rocky,1,158
50,800,sand,1,134
41,1900,sand,1,130
43,1100,rocky,1,138
194,700,paved,1,247
190,50,sand,1,270
153,100,sand,0,183
16,1900,sand,0,55
171,400,dirt,1,233
4,950,rocky,0,48
94,550,dirt,0,106
174,1450,rocky,0,221
94,250,dirt,0,105
57,350,dirt,1,118
101,350,rocky,1,192
102,600,rocky,0,145
194,1350,dirt,1,260
49,200,rocky,0,90
25,450,sand,1,107
75,500,sand,1,157
50,1600,dirt,0,68
105,1050,rocky,1,200
193,1400,dirt,0,210
142,900,dirt,0,156
159,1450,paved,0,166
94,700,rocky,1,187
114,1800,rocky,0,163
55,300,rocky,0,96
93,2000,paved,1,153
102,1650,paved,0,110
116,500,sand,1,198
16,550,sand,0,48
127,1700,dirt,1,195
128,1850,sand,0,167
109,1300,dirt,0,125
10,1700,rocky,1,108
117,950,dirt,1,181
44,950,paved,0,48
103,1150,dirt,1,168
143,900,rocky,0,187
157,1150,rocky,0,202
83,250,rocky,1,174
76,1800,dirt,0,95
187,1500,sand,1,274
4,500,sand,0,36
139,650,paved,0,142
115,1050,paved,0,120
99,400,rocky,1,191
78,1950,rocky,1,177
200,600,sand,1,283
119,1300,paved,1,175
74,1150,dirt,1,139
14,0,sand,1,94
53,950,sand,1,137
200,1350,paved,1,256
68,1850,dirt,0,87
181,1050,rocky,0,226
16,750,rocky,1,109
195,650,rocky,1,288
174,350,dirt,1,235
110,1450,paved,0,117
15,1450,dirt,1,82
124,1500,paved,1,181
139,1700,rocky,0,187
76,1400,dirt,0,93
185,1900,dirt,1,254
19,2000,paved,1,79
28,900,sand,0,62
24,0,sand,1,104
119,100,dirt,0,129
38,350,paved,0,39
68,650,rocky,0,111
44,800,dirt,1,108
117,650,dirt,0,130
79,100,sand,1,159
50,100,sand,0,80
196,1900,paved,1,255
14,600,rocky,0,57
42,150,dirt,0,52
115,1600,dirt,0,133
73,600,rocky,0,116
71,1100,paved,1,126
94,1350,rocky,1,190
10,150,sand,0,40
12,1350,sand,1,98
159,1700,sand,0,197
145,200,dirt,1,206
43,100,rocky,0,83
69,800,rocky,1,163
181,50,rocky,0,221
89,850,paved,0,93
22,100,paved,0,22
85,500,paved,1,137
106,100,sand,1,186
164,1400,paved,0,171
154,0,sand,1,234
12,50,sand,0,42
173,1250,dirt,1,239
68,750,paved,1,121
15,800,rocky,0,59
94,450,dirt,1,156
58,1850,dirt,0,77
48,700,paved,1,101
55,900,rocky,1,149
83,1600,dirt,0,101
41,350,rocky,0,82
85,200,sand,1,166
129,1500,paved,0,136
165,550,dirt,1,227
197,150,sand,0,227
150,1150,dirt,0,165
9,850,sand,1,93
74,1450,paved,1,131
138,800,sand,1,222
3,250,sand,0,34
7,1750,dirt,1,75
7,500,paved,0,9
73,50,paved,0,73
95,1900,dirt,0,114
80,1600,paved,1,138
104,1950,sand,0,143
130,500,paved,0,132
85,1950,paved,0,94
116,900,sand,1,200
112,50,rocky,0,152
32,1600,paved,1,90
110,1600,rocky,0,158
27,500,sand,1,109
23,1950,sand,1,112
132,500,sand,1,214
140,500,rocky,0,182
119,950,rocky,1,213
96,1050,sand,1,181
39,900,sand,0,73
165,800,rocky,0,209
104,300,dirt,1,165
174,1500,dirt,0,191
21,100,paved,0,21
26,200,rocky,1,117
68,1200,paved,1,124
